Value,Age,Overall,Potential,Wage,Special,International Reputation,Weak Foot,Skill Moves,Jersey Number,Feet,Inches,Weight,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Release Clause
1.7,26,70,71,5,1886,1,2,3,4,5,8,150,622,622,622,652,642,642,642,652,652,652,652,672,662,662,662,672,692,682,682,682,692,692,682,682,682,692,67,52,64,65,47,68,61,56,63,68,72,72,68,70,76,61,74,80,70,53,78,69,62,66,54,67,65,69,69,6,9,9,9,14,2.7
1.8,25,70,72,4,1858,1,3,3,31,5,10,168,602,602,602,642,632,632,632,642,642,642,642,662,652,652,652,662,692,672,672,672,692,682,662,662,662,682,71,39,61,67,37,69,65,57,64,67,75,73,73,64,67,65,75,76,65,56,69,68,62,64,49,66,66,68,69,11,8,11,15,12,3.3
2,25,70,75,5,1861,1,4,2,16,5,9,150,632,632,632,652,652,652,652,652,672,672,672,662,692,692,692,662,672,682,682,682,672,662,642,642,642,662,66,58,49,76,59,59,73,61,75,77,57,62,60,65,70,69,61,71,66,70,62,59,62,66,49,61,65,68,71,10,15,8,9,13,3.2
1,33,70,70,4,1914,1,3,3,10,5,8,157,652,652,652,682,682,682,682,682,692,692,692,682,682,682,682,682,622,642,642,642,622,612,592,592,592,612,59,59,48,73,67,71,76,75,68,73,72,63,70,66,75,71,70,67,63,70,70,57,69,70,68,68,53,56,57,14,14,11,10,9,1.4
750,35,70,70,2,1951,1,3,3,11,5,8,154,642,642,642,692,682,682,682,692,692,692,692,702,692,692,692,702,692,682,682,682,692,672,652,652,652,672,68,51,50,69,51,71,61,59,65,70,80,77,81,72,81,70,84,76,71,65,72,72,66,76,60,74,56,62,64,12,12,6,8,13,1.2
2.6,18,70,82,4,1781,1,3,2,27,6,4,174,602,602,602,572,592,592,592,572,602,602,602,572,622,622,622,572,632,672,672,672,632,642,682,682,682,642,33,55,66,68,42,60,66,71,65,65,65,68,59,63,57,83,72,69,76,68,60,67,33,57,37,62,68,73,70,10,13,9,7,6,4.1
2.1,26,70,71,9,1858,1,3,3,70,6,0,181,682,682,682,682,682,682,682,682,672,672,672,682,652,652,652,682,622,602,602,602,622,612,582,582,582,612,66,73,57,69,65,68,56,61,65,64,76,77,70,71,67,65,68,74,74,64,57,52,72,58,67,63,47,55,51,10,10,15,8,6,3.2
1.8,28,70,70,16,1696,2,3,2,31,6,2,192,682,682,682,622,652,652,652,622,632,632,632,612,602,602,602,612,492,512,512,512,492,482,502,502,502,482,46,71,75,61,66,61,51,52,58,63,51,64,56,72,54,72,68,51,76,64,63,40,74,63,69,72,25,42,30,6,16,10,14,12,3.5
2,25,70,75,3,1827,1,2,3,28,5,10,168,592,592,592,642,612,612,612,642,622,622,622,662,632,632,632,662,692,662,662,662,692,682,642,642,642,682,66,49,42,68,33,63,52,41,68,63,80,90,80,67,72,51,83,92,77,47,62,55,62,51,47,59,72,65,66,14,15,12,7,15,3.2
1.8,26,70,72,2,1799,1,3,3,14,5,10,170,582,582,582,612,622,622,622,612,642,642,642,642,682,682,682,642,662,692,692,692,662,662,662,662,662,662,55,30,64,73,31,63,59,60,70,68,68,59,69,70,69,67,69,84,66,61,75,74,66,62,36,71,62,64,59,12,9,8,9,8,2.6
2.5,22,70,77,3,1693,1,4,3,20,5,10,159,612,612,612,682,662,662,662,682,682,682,682,682,642,642,642,682,562,522,522,522,562,532,422,422,422,532,59,59,36,72,54,71,62,62,64,71,82,84,76,54,72,61,43,79,48,67,41,22,62,72,55,69,40,37,43,7,7,13,11,7,3.9
2.3,23,70,78,22,1803,1,3,3,17,6,0,159,632,632,632,612,632,632,632,612,632,632,632,612,652,652,652,612,652,692,692,692,652,662,722,722,722,662,43,53,72,69,45,66,49,36,66,66,63,64,58,69,63,66,78,61,76,58,76,71,58,62,43,66,73,72,72,14,8,11,8,14,4.7
2.8,23,70,79,1,1832,1,3,3,9,5,9,150,682,682,682,702,712,712,712,702,722,722,722,692,672,672,672,692,592,572,572,572,592,562,502,502,502,562,48,69,49,73,71,74,49,60,58,72,77,78,85,72,77,66,61,76,63,68,33,44,73,70,66,68,55,42,34,15,16,15,8,15,4.3
1.9,27,70,70,16,1920,1,2,3,18,6,3,190,692,692,692,682,692,692,692,682,682,682,682,692,692,692,692,692,682,682,682,682,682,672,662,662,662,672,65,63,64,69,65,69,68,67,66,71,64,73,67,68,53,84,41,85,76,71,74,63,71,70,58,66,61,68,62,8,12,9,7,8,3.5
2.1,24,70,77,12,1792,1,3,3,27,6,0,172,622,622,622,622,622,622,622,622,642,642,642,632,662,662,662,632,662,692,692,692,662,662,692,692,692,662,54,52,68,73,45,63,49,33,69,72,67,64,69,57,67,67,57,69,76,50,75,66,57,64,51,67,66,71,73,11,11,8,11,7,4.5
2.4,22,70,79,7,1475,1,2,2,29,5,11,168,442,442,442,432,432,432,432,432,432,432,432,462,482,482,482,462,602,622,622,622,602,632,692,692,692,632,29,20,67,53,28,40,24,25,49,54,65,67,55,58,54,38,83,71,71,17,69,70,33,31,34,47,74,75,71,10,9,13,6,12,4
2.4,24,70,74,9,1638,1,3,3,93,6,6,201,692,692,692,642,662,662,662,642,632,632,632,632,572,572,572,632,492,482,482,482,492,472,482,482,482,472,56,70,73,65,64,64,46,48,37,66,62,66,50,69,32,70,65,67,91,65,58,28,70,57,67,67,34,29,16,12,13,8,11,9,3.7
1.5,27,70,70,4,1913,1,4,3,10,5,8,152,632,632,632,672,672,672,672,672,692,692,692,692,692,692,692,692,672,682,682,682,672,662,632,632,632,662,54,57,45,74,44,72,69,72,71,72,78,80,81,67,82,70,59,76,62,56,67,64,57,73,63,62,65,67,61,10,15,10,9,11,2.6
1.8,25,70,72,27,1692,1,3,3,26,6,5,170,552,552,552,602,582,582,582,602,592,592,592,632,612,612,612,632,682,672,672,672,682,682,692,692,692,682,70,35,63,65,30,69,45,37,59,65,62,74,58,65,48,41,62,71,81,30,73,70,57,54,45,59,70,71,70,7,10,13,7,15,3.5
2.8,21,70,79,9,1686,1,3,3,19,5,10,165,692,692,692,682,692,692,692,682,672,672,672,662,572,572,572,662,462,432,432,432,462,432,392,392,392,432,49,71,66,66,68,70,48,54,40,69,79,79,78,66,71,65,69,65,67,64,56,13,70,65,72,68,35,11,12,9,10,8,12,9,6.1
240,37,70,70,7,1784,1,3,2,8,6,2,181,612,612,612,582,612,612,612,582,622,622,622,592,662,662,662,592,612,692,692,692,612,612,702,702,702,612,59,55,68,71,47,62,46,68,68,67,33,33,43,66,47,79,72,52,83,69,80,70,56,67,63,78,72,72,62,14,7,8,11,14,528
1.8,28,70,70,5,1774,1,3,3,29,6,0,172,682,682,682,692,682,682,682,692,682,682,682,692,622,622,622,692,532,492,492,492,532,512,442,442,442,512,69,70,64,69,63,71,68,73,64,68,79,84,72,63,68,69,67,65,65,65,43,25,64,66,65,66,31,28,29,6,14,12,6,9,3.1
1.7,29,70,70,8,1992,1,3,3,10,5,9,157,672,672,672,692,682,682,682,692,682,682,682,692,672,672,672,692,672,662,662,662,672,652,622,622,622,652,67,64,58,67,67,70,71,73,69,68,84,75,83,62,75,77,65,85,71,73,68,66,62,69,66,71,62,58,55,15,14,15,6,12,3
1.4,28,70,70,25,1878,1,2,3,27,5,10,146,612,612,612,662,642,642,642,662,652,652,652,662,662,662,662,662,682,672,672,672,682,682,682,682,682,682,73,43,60,68,43,67,68,63,66,69,71,69,71,70,68,60,81,59,63,52,71,67,73,64,49,65,74,69,71,8,8,14,16,10,2.7
2.5,21,70,80,4,1606,1,3,2,5,6,1,179,492,492,492,482,492,492,492,482,502,502,502,512,542,542,542,512,602,642,642,642,602,622,682,682,682,622,33,24,68,65,30,49,37,34,59,59,65,67,63,58,60,60,81,72,78,33,77,63,31,41,47,50,73,66,67,13,7,14,5,7,4.5
1.9,26,70,70,12,1871,1,3,3,7,5,9,157,632,632,632,642,652,652,652,642,662,662,662,662,692,692,692,662,672,692,692,692,672,672,672,672,672,672,63,55,69,71,46,66,57,47,70,70,56,67,63,65,75,68,54,84,68,67,86,69,60,70,56,70,57,70,66,14,8,14,10,10,3.2
500,34,70,70,9,1823,1,3,2,5,5,10,170,602,602,602,602,592,592,592,602,582,582,582,622,612,612,612,622,682,652,652,652,682,692,672,672,672,692,73,48,70,62,43,48,44,63,60,75,62,76,63,65,72,62,62,79,65,59,75,57,55,48,70,62,68,68,77,10,10,12,11,11,950
2.5,23,70,77,3,1806,1,3,3,30,5,4,128,642,642,642,692,662,662,662,692,652,652,652,682,592,592,592,682,572,502,502,502,572,542,442,442,442,542,71,70,38,61,54,72,67,72,61,69,87,86,91,58,95,65,77,81,53,62,58,26,67,46,61,53,31,41,42,6,10,10,13,5,3.6
2.1,22,70,77,6,1539,1,3,2,21,6,1,192,472,472,472,472,472,472,472,472,502,502,502,512,552,552,552,512,612,652,652,652,612,632,692,692,692,632,35,21,67,62,20,50,22,28,59,55,64,75,52,63,56,50,66,68,87,23,73,66,24,54,31,59,67,71,70,15,14,8,13,10,3.6
2,24,70,74,6,1440,1,3,2,24,6,2,187,462,462,462,412,422,422,422,412,412,412,412,422,452,452,452,422,562,592,592,592,562,592,682,682,682,592,24,36,69,44,21,38,22,20,43,49,54,63,56,64,58,44,81,60,82,24,63,68,24,30,37,66,71,73,68,15,14,5,13,7,3.2
1.4,28,70,70,4,1882,1,3,2,7,6,1,170,632,632,632,652,652,652,652,652,672,672,672,662,692,692,692,662,662,692,692,692,662,642,652,652,652,642,70,62,51,72,65,64,69,63,74,70,53,53,70,69,65,70,56,70,73,69,74,69,61,71,57,71,69,64,57,7,6,14,10,15,2.1
1.8,28,70,70,6,1863,1,3,3,21,5,11,157,602,602,602,642,642,642,642,642,662,662,662,652,692,692,692,652,662,682,682,682,662,642,632,632,632,642,58,57,51,70,49,68,68,59,69,72,62,54,72,73,70,59,82,80,70,61,59,74,53,71,70,58,60,60,59,12,9,6,16,10,2.7
1.8,26,70,72,10,1620,1,2,2,6,6,1,194,522,522,522,522,522,522,522,522,532,532,532,542,562,562,562,542,622,642,642,642,622,632,692,692,692,632,55,32,64,62,33,48,29,35,59,59,62,73,57,66,58,58,81,55,87,41,72,63,35,55,31,50,68,71,66,7,12,10,10,6,3
2,23,70,75,10,1692,1,3,2,3,6,0,159,532,532,532,562,542,542,542,562,572,572,572,582,602,602,602,582,652,672,672,672,652,672,682,682,682,672,53,36,71,70,31,55,30,59,62,70,68,67,66,60,66,42,74,66,65,44,64,72,39,50,50,64,65,72,70,10,15,10,14,6,4.4
1.7,26,70,71,3,1974,1,3,3,11,5,11,157,642,642,642,662,662,662,662,662,662,662,662,682,672,672,672,682,692,682,682,682,692,692,672,672,672,692,73,43,65,70,69,71,69,68,67,70,72,69,67,70,74,76,71,79,69,69,77,63,64,64,66,71,63,66,71,11,8,13,12,15,2.8
1.8,28,70,70,14,1812,1,3,3,7,5,8,165,652,652,652,682,672,672,672,682,662,662,662,682,632,632,632,682,602,562,562,562,602,572,512,512,512,572,70,61,54,62,52,73,66,53,60,70,83,84,74,67,66,66,69,71,69,65,66,60,60,61,64,70,26,40,38,11,12,10,16,13,3.1
2.4,24,70,75,12,1721,1,3,3,11,5,10,157,652,652,652,692,682,682,682,692,692,692,692,672,622,622,622,672,512,492,492,492,512,482,422,422,422,482,68,70,54,71,68,75,74,65,63,71,72,65,70,58,78,73,54,31,37,69,41,37,64,70,63,66,35,34,31,14,14,10,9,13,4.9
1.8,29,70,70,18,1761,1,4,3,10,6,1,170,692,692,692,632,662,662,662,632,632,632,632,622,592,592,592,622,512,522,522,522,512,502,532,532,532,502,51,69,80,56,63,63,53,52,49,70,56,66,55,68,66,74,82,69,84,59,61,33,71,66,76,64,58,32,26,12,9,6,10,16,3.4
1.3,29,70,70,10,1858,1,4,3,35,6,1,165,632,632,632,662,652,652,652,662,652,652,652,682,662,662,662,682,692,672,672,672,692,682,662,662,662,682,72,52,64,66,56,73,61,48,66,64,78,75,63,67,68,58,48,79,76,58,62,67,63,68,51,65,68,67,63,8,16,9,12,12,3
2.3,24,70,74,6,1791,1,4,4,71,6,0,152,672,672,672,692,692,692,692,692,682,682,682,692,642,642,642,692,562,532,532,532,562,532,482,482,482,532,70,59,67,68,67,74,75,43,55,74,72,73,71,65,66,72,69,71,69,62,65,37,70,68,52,70,22,39,31,16,11,13,16,9,5
2.3,24,70,73,1,1904,1,4,3,7,5,7,134,662,662,662,692,682,682,682,692,702,702,702,702,692,692,692,702,652,662,662,662,652,642,642,642,642,642,61,63,61,80,54,75,37,57,76,67,83,87,78,50,75,63,82,66,75,46,78,61,70,73,61,56,42,70,63,12,6,6,11,15,5
2.6,23,70,78,6,1776,1,4,3,19,6,0,179,652,652,652,692,672,672,672,692,672,672,672,692,632,632,632,692,572,532,532,532,572,542,472,472,472,542,69,64,45,67,60,71,60,62,65,68,79,85,76,65,77,67,69,70,66,58,44,26,66,65,59,54,45,40,38,8,6,13,12,11,4.4
1.4,29,70,70,5,1565,1,3,2,30,6,1,181,482,482,482,442,452,452,452,442,472,472,472,472,532,532,532,472,572,632,632,632,572,582,682,682,682,582,32,22,74,63,34,48,49,46,58,54,42,44,60,61,42,61,81,64,86,35,78,69,30,43,49,55,67,66,62,6,12,7,6,14,2.1
1.2,31,70,70,6,1629,1,2,3,3,5,10,159,482,482,482,572,522,522,522,572,542,542,542,592,582,582,582,592,682,662,662,662,682,682,672,672,672,682,64,34,54,66,29,66,55,21,61,67,77,77,64,65,65,26,70,68,70,29,71,71,21,41,37,52,65,72,70,9,11,13,8,12,1.6
2.2,24,70,73,5,1854,1,3,3,17,5,11,143,642,642,642,682,692,692,692,682,692,692,692,692,692,692,692,692,652,642,642,642,652,642,582,582,582,642,61,63,54,70,59,68,58,63,68,70,68,76,74,74,73,66,65,75,32,67,57,61,70,73,52,65,62,59,55,12,8,14,12,15,2.9
1.9,27,70,70,13,1761,1,2,4,13,5,10,170,632,632,632,682,672,672,672,682,682,682,682,682,642,642,642,682,552,532,532,532,552,512,452,452,452,512,69,54,51,73,67,75,70,64,58,70,69,65,79,68,80,63,57,66,59,59,60,43,69,71,59,57,25,32,28,10,14,8,12,14,3.3
1.7,30,70,70,17,1702,1,3,3,21,5,7,150,652,652,652,702,682,682,682,702,672,672,672,692,592,592,592,692,532,462,462,462,532,492,392,392,392,492,65,62,53,67,52,70,54,62,46,71,91,91,90,54,75,60,53,78,52,56,51,27,73,64,60,57,35,17,20,7,8,12,12,14,2.9
1.9,27,70,70,7,1602,1,3,3,99,5,10,141,682,682,682,632,662,662,662,632,622,622,622,592,532,532,532,592,422,402,402,402,422,412,382,382,382,412,33,75,69,55,65,62,66,41,32,65,75,67,74,69,72,74,62,57,63,68,41,18,68,59,67,64,20,19,18,6,13,6,9,14,4
1.3,30,70,70,5,1930,1,4,3,8,5,9,170,622,622,622,662,652,652,652,662,662,662,662,682,682,682,682,682,692,682,682,682,692,682,662,662,662,682,69,49,55,69,60,68,72,68,71,67,71,73,69,71,74,67,70,78,67,58,72,67,66,69,56,75,64,69,67,7,15,7,10,15,1.9
2.1,24,70,76,6,1432,1,4,2,5,6,2,196,402,402,402,362,382,382,382,362,392,392,392,402,472,472,472,402,552,602,602,602,552,592,692,692,692,592,32,19,75,54,24,32,52,47,44,37,37,46,33,63,33,36,77,64,86,17,67,71,28,48,35,59,69,72,70,15,13,14,7,15,3.1
1.5,26,70,70,9,1776,1,3,3,14,5,9,152,572,572,572,632,602,602,602,632,612,612,612,652,612,612,612,652,692,642,642,642,692,682,632,632,632,682,70,35,54,63,38,71,43,57,57,69,79,83,76,65,75,54,70,81,58,48,59,62,56,50,55,67,68,66,67,9,9,8,10,11,2.9
2.1,22,70,77,21,1667,1,3,2,40,6,0,152,542,542,542,562,542,542,542,562,542,542,542,592,562,562,562,592,672,642,642,642,672,682,692,692,692,682,63,30,70,60,35,60,40,35,57,60,75,75,60,69,67,40,75,68,75,37,61,70,55,33,48,58,69,72,70,9,10,5,6,8,3.8
1.9,24,70,74,5,1823,1,2,3,22,5,7,137,582,582,582,652,632,632,632,652,622,622,622,662,622,622,622,662,702,632,632,632,702,692,602,602,602,692,66,41,48,64,56,70,67,38,53,71,85,88,79,70,82,65,72,89,37,61,66,62,53,49,46,52,61,65,66,9,10,11,13,10,4.2
1.8,25,70,72,12,1740,1,3,2,17,6,0,161,562,562,562,582,562,562,562,582,562,562,562,602,582,582,582,602,682,662,662,662,682,682,692,692,692,682,67,44,63,66,50,59,46,27,53,64,67,68,65,67,67,55,73,67,62,43,75,71,46,45,60,60,71,72,74,12,14,11,8,8,3.3
2.4,23,70,75,3,1670,1,4,3,9,5,9,143,692,692,692,652,662,662,662,652,632,632,632,632,552,552,552,632,462,432,432,432,462,442,422,422,422,442,59,71,75,60,61,64,51,40,47,63,75,70,69,69,72,71,90,54,77,56,36,21,72,57,70,58,23,21,18,14,16,10,9,9,3.4
2.2,25,70,73,6,1811,1,3,3,26,5,6,150,582,582,582,632,632,632,632,632,652,652,652,652,682,682,682,652,662,692,692,692,662,652,632,632,632,652,52,48,45,73,32,67,68,49,67,72,59,73,70,64,83,70,50,86,56,63,70,72,52,68,57,67,68,68,51,13,13,11,12,9,3.9
2.5,22,70,77,9,1691,1,3,3,9,6,1,185,692,692,692,652,662,662,662,652,632,632,632,642,582,582,582,642,502,472,472,472,502,482,442,442,442,482,59,71,68,59,70,64,51,45,52,68,68,73,68,67,73,67,67,67,75,63,40,24,75,52,63,66,32,30,24,12,13,10,14,7,4.3
725,33,70,70,8,1480,1,3,2,3,5,11,176,452,452,452,402,412,412,412,402,422,422,422,422,482,482,482,422,562,622,622,622,562,592,682,682,682,592,25,25,71,53,23,38,29,27,61,52,46,62,45,62,61,55,67,51,75,25,75,75,21,29,60,64,67,70,68,11,12,12,14,13,1.1
825,35,70,70,4,1791,1,3,3,8,6,0,170,692,692,692,632,672,672,672,632,642,642,642,622,622,622,622,622,562,562,562,562,562,552,552,552,552,552,53,73,69,59,74,64,65,61,46,69,50,45,58,73,56,76,69,79,65,65,67,46,80,61,72,70,49,48,44,8,16,10,13,8,1.2
775,35,70,70,1,1760,1,4,3,11,5,8,143,642,642,642,692,682,682,682,692,672,672,672,692,622,622,622,692,552,502,502,502,552,512,422,422,422,512,68,62,46,67,65,75,59,54,65,70,82,79,77,65,80,71,73,72,44,66,58,27,65,59,65,70,36,30,28,9,7,13,15,8,1.7
1.3,30,70,70,9,1868,2,2,2,26,5,11,174,632,632,632,622,612,612,612,622,612,612,612,632,622,622,622,632,682,672,672,672,682,692,702,702,702,692,65,56,67,64,54,62,70,36,65,65,73,72,60,57,68,76,73,75,74,55,77,66,56,56,48,64,70,75,76,15,12,11,12,7,2.6
1.9,25,70,74,7,1515,1,3,2,5,6,4,194,492,492,492,432,452,452,452,432,452,452,452,452,522,522,522,452,572,642,642,642,572,592,682,682,682,592,46,36,69,60,42,38,39,54,63,53,33,31,41,57,34,69,30,51,90,43,66,73,34,40,52,67,74,70,69,12,14,6,15,11,3.5
1.4,29,70,70,3,1389,1,2,2,26,6,4,176,462,462,462,362,402,402,402,362,382,382,382,402,472,472,472,402,552,612,612,612,552,592,682,682,682,592,24,25,74,45,40,37,30,36,47,50,36,42,30,65,30,68,32,70,90,24,61,75,21,32,40,57,73,74,63,8,9,9,14,15,1.9
1.7,29,70,70,1,1872,1,3,3,30,6,2,163,642,642,642,692,672,672,672,692,682,682,682,692,672,672,672,692,682,672,672,672,682,672,652,652,652,672,74,65,46,68,54,71,46,38,62,71,76,75,70,62,78,65,65,71,75,69,79,68,62,70,40,61,60,66,64,10,16,14,7,15,2.3
1.1,33,70,70,6,1846,1,3,3,23,5,6,141,612,612,612,682,662,662,662,682,682,682,682,682,662,662,662,682,612,592,592,592,612,582,492,492,492,582,76,60,36,66,54,66,77,74,72,73,74,67,83,67,90,74,59,67,31,73,76,52,64,68,61,72,43,46,45,15,7,11,10,9,1.9
1,32,70,70,2,1610,1,3,2,2,5,11,176,512,512,512,532,512,512,512,532,512,512,512,542,542,542,542,542,642,632,632,632,642,652,682,682,682,652,56,31,70,56,28,59,27,34,55,61,58,63,66,69,67,45,80,67,73,34,67,67,43,34,40,68,65,73,70,14,6,14,7,11,1.4
1.9,27,70,70,11,1542,1,3,2,25,6,7,198,682,682,682,582,632,632,632,582,582,582,582,572,522,522,522,572,442,452,452,452,442,432,462,462,462,432,29,70,74,61,56,57,29,34,37,61,74,67,32,66,31,76,71,64,92,59,69,29,70,44,63,69,30,18,21,16,15,8,8,11,3
1.3,30,70,70,3,1917,1,3,3,14,6,0,168,642,642,642,662,652,652,652,662,652,652,652,672,652,652,652,672,682,672,672,672,682,682,672,672,672,682,64,56,62,67,53,66,52,60,63,66,77,80,80,70,71,64,73,82,70,61,71,63,61,63,60,66,70,66,66,10,16,7,13,14,2.1
2.3,24,70,78,3,1739,1,3,3,6,5,11,154,562,562,562,612,602,602,602,612,632,632,632,642,682,682,682,642,662,692,692,692,662,652,662,662,662,652,59,35,62,71,33,63,33,33,72,66,61,61,61,64,63,50,77,84,70,60,71,70,64,69,36,66,65,67,59,13,14,10,11,12,3.6
1.8,29,70,70,5,1782,1,3,3,7,5,10,161,682,682,682,702,702,702,702,702,682,682,682,692,612,612,612,692,532,472,472,472,532,502,422,422,422,502,67,66,60,59,69,72,68,48,54,68,84,88,82,75,71,71,81,73,59,60,56,23,71,68,60,68,25,28,19,14,14,9,9,11,2.2
1.9,26,70,70,10,1798,1,3,3,8,5,10,163,682,682,682,702,702,702,702,702,682,682,682,692,622,622,622,692,562,512,512,512,562,532,452,452,452,532,64,71,47,66,59,72,60,63,52,70,82,82,78,67,83,77,67,77,61,65,52,36,70,63,68,68,31,32,31,11,15,12,5,9,3
1.4,32,70,70,5,1879,1,4,3,40,6,0,170,692,692,692,672,682,682,682,672,672,672,672,672,652,652,652,672,602,612,612,612,602,592,592,592,592,592,59,67,66,62,66,66,65,53,60,65,69,70,73,76,65,66,72,75,73,66,79,58,79,65,67,66,49,49,44,11,16,9,13,6,1.8
1,32,70,70,8,1808,1,3,2,7,6,2,185,602,602,602,592,602,602,602,592,602,602,602,622,642,642,642,622,672,682,682,682,672,682,692,692,692,682,62,38,65,66,48,57,50,59,68,64,67,69,61,65,59,75,63,85,81,55,74,70,59,60,48,67,68,68,67,6,10,6,9,6,1.5
240,38,70,70,2,1570,2,3,2,2,5,11,187,492,492,492,462,462,462,462,462,462,462,462,472,512,512,512,472,582,622,622,622,582,592,692,692,692,592,58,28,65,56,29,45,37,35,56,53,34,42,51,64,70,68,86,39,86,36,66,69,38,44,38,73,74,70,68,10,13,15,12,15,372
240,36,70,70,6,1625,1,3,2,2,5,11,176,532,532,532,522,522,522,522,522,512,512,512,542,562,562,562,542,642,652,652,652,642,632,682,682,682,632,61,33,65,64,34,55,39,29,48,65,45,35,53,74,69,56,59,75,78,50,75,68,46,31,55,74,73,70,61,13,10,11,15,10,360
2.4,23,70,76,6,1869,1,3,3,18,5,10,161,642,642,642,682,662,662,662,682,672,672,672,682,662,662,662,682,672,642,642,642,672,662,612,612,612,662,70,64,51,68,47,67,58,61,61,65,78,78,77,66,78,66,66,85,63,67,62,61,64,68,54,64,55,64,61,9,9,6,8,12,5
1.9,27,70,70,6,1866,1,3,3,10,5,9,154,672,672,672,682,692,692,692,682,692,692,692,682,702,702,702,682,642,652,652,652,642,612,572,572,572,612,61,73,49,75,51,69,81,71,69,74,61,67,59,65,70,80,54,80,62,71,59,68,64,69,68,68,45,59,46,7,6,14,8,11,3
1.4,29,70,70,5,1666,1,4,2,23,5,11,176,552,552,552,562,562,562,562,562,582,582,582,592,632,632,632,592,652,692,692,692,652,662,682,682,682,662,48,41,65,68,37,61,45,25,69,65,53,53,58,71,63,52,68,81,69,34,71,70,53,52,37,67,68,70,72,10,6,11,7,13,2
2.2,25,70,72,8,1771,1,2,4,57,5,9,159,642,642,642,682,672,672,672,682,692,692,692,682,652,652,652,682,562,552,552,552,562,532,482,482,482,532,70,63,46,71,57,73,70,64,70,74,67,66,76,63,77,69,60,51,60,69,52,42,62,71,58,68,42,34,41,13,11,12,8,9,3.4
1.7,29,70,70,5,1906,1,3,3,26,5,11,161,632,632,632,652,652,652,652,652,672,672,672,662,682,682,682,662,672,692,692,692,672,662,662,662,662,662,67,58,56,74,58,70,74,66,73,69,66,51,72,65,67,76,71,71,65,74,62,68,57,65,54,57,73,69,63,7,15,13,8,9,3.6
1.5,31,70,70,23,2017,1,2,3,15,5,10,150,702,702,702,662,682,682,682,662,662,662,662,662,692,692,692,662,682,712,712,712,682,682,722,722,722,682,68,68,74,67,71,66,58,67,69,70,55,54,59,68,73,87,83,79,80,73,90,73,71,66,72,76,69,70,67,11,6,7,15,11,2.9
2.3,22,70,78,9,1822,1,3,3,16,5,9,148,572,572,572,642,642,642,642,642,672,672,672,652,692,692,692,652,672,682,682,682,672,662,632,632,632,662,54,37,42,73,56,70,64,42,70,71,64,60,74,72,76,65,63,67,40,68,58,69,65,71,65,63,73,71,69,9,10,14,13,7,5.4
2,23,70,75,3,1496,1,3,2,4,6,1,176,472,472,472,432,452,452,452,432,452,452,452,452,502,502,502,452,582,622,622,622,582,602,682,682,682,602,33,25,64,60,33,43,34,31,55,52,56,52,45,66,58,56,72,49,77,34,68,71,30,30,45,57,76,69,67,10,7,9,7,12,4.4
2.2,18,70,80,3,1768,1,3,3,15,5,7,148,562,562,562,632,612,612,612,632,612,612,612,652,602,602,602,652,682,652,652,652,682,682,662,662,662,682,64,34,42,63,36,70,36,35,52,70,85,83,80,64,83,58,81,72,67,39,78,63,60,52,46,64,65,70,74,9,9,12,8,8,3.6
2.3,25,70,73,1,1724,1,4,3,14,6,0,161,682,682,682,692,682,682,682,692,662,662,662,672,582,582,582,672,512,462,462,462,512,492,442,442,442,492,63,65,68,67,61,71,60,61,43,70,85,82,70,67,70,61,82,63,71,58,50,20,72,55,54,62,30,22,26,12,9,12,11,13,5.2
500,34,70,70,13,1788,1,3,2,15,6,1,179,562,562,562,612,582,582,582,612,612,612,612,642,642,642,642,642,692,682,682,682,692,692,682,682,682,692,72,41,62,73,44,55,45,46,71,61,77,78,61,64,57,43,62,78,79,42,67,63,56,62,61,61,72,68,67,12,8,16,9,16,950
200,36,70,70,3,1903,1,4,3,7,5,8,150,642,642,642,672,662,662,662,672,662,662,662,682,662,662,662,682,692,662,662,662,692,692,642,642,642,692,63,61,54,67,62,66,67,62,59,67,77,76,77,72,74,66,72,87,53,56,65,65,68,62,59,73,67,68,68,12,6,8,6,11,300
2,25,70,75,14,1448,1,3,2,6,6,4,203,452,452,452,402,422,422,422,402,422,422,422,432,502,502,502,432,572,632,632,632,572,602,692,692,692,602,20,25,68,63,33,39,26,20,59,46,56,54,44,51,34,50,61,74,85,34,73,68,31,25,37,69,70,74,73,11,9,9,12,14,3.9
2.5,24,70,76,7,1786,1,2,4,9,5,9,163,692,692,692,692,692,692,692,692,672,672,672,672,602,602,602,672,522,482,482,482,522,502,452,452,452,502,50,69,63,64,60,70,63,49,48,69,89,92,90,65,63,70,85,76,72,66,57,29,66,60,72,65,24,31,22,13,11,6,14,8,3.6
